Genome partition ID	(sub)Type / Coordinates	Strand	Cas gene
NC_017275	350806..352311	-	cas3
NC_017275	352295..353017	-	cas5
NC_017275	353033..353998	-	cas7
NC_017275	353995..354426	-	csa5gr11
NC_017275	354505..355116	-	casR
NC_017275	362178..363029	+	cas4
NC_017275	363066..363944	+	cas1
NC_017275	364055..364324	+	cas2
NC_017275	364312..364839	+	cas4
NC_017275	364914..365588	-	casR
NC_017275	CAS-III-B		
NC_017275	529823..531157	-	csx1
NC_017275	531344..531574	+	xls000569
NC_017275	531632..532021	+	PIN domain of the Pyrobaculum
NC_017275	532232..533014	+	cmr4gr7
NC_017275	533011..533481	+	cmr5gr11
NC_017275	533474..534832	+	cmr1gr7
NC_017275	534832..535569	+	cmr6gr7
NC_017275	535554..538202	+	cas10
NC_017275	538209..539027	+	cmr3gr5
NC_017275	CAS-I-D		
NC_017275	742816..744741	-	cas3
NC_017275	744702..745487	-	csc1gr5
NC_017275	745484..746506	-	csc2gr7
NC_017275	746503..749046	-	cas10d
NC_017275	749144..749791	+	casR
NC_017275	749792..750622	+	cas6
NC_017275	750771..751685	+	cas1
NC_017275	751759..752496	-	cas4
NC_017275	partial CAS-I		
NC_017275	954931..955422	-	cas3HD
NC_017275	955413..956798	-	cas3
NC_021058	CAS-I-A		
NC_021058	337071..337967	-	cas6
NC_021058	337967..339004	-	cas8a1
NC_021058	338985..339695	-	cas3HD
NC_021058	339692..341197	-	cas3
NC_021058	341181..341903	-	cas5
NC_021058	341919..342884	-	cas7
NC_021058	342881..343312	-	csa5gr11
NC_021058	343391..344002	-	casR
NC_021058	350040..350732	+	casR
NC_021058	350807..351334	-	cas4
NC_021058	351322..351591	-	cas2
NC_021058	351702..352556	-	cas1
NC_021058	352617..353468	-	cas4
NC_021058	partial CAS-I		
NC_021058	418923..420308	+	cas3
NC_021058	420299..420790	+	cas3HD
NC_021058	CAS-III-B;CAS-I-D		
NC_021058	577919..578776	-	cmr3gr5
NC_021058	578785..581262	-	cas10
NC_021058	581255..581995	-	cmr6gr7
NC_021058	582007..582402	-	cmr5gr11
NC_021058	582408..583661	-	cmr1gr7
NC_021058	583667..584536	-	cmr4gr7
NC_021058	586941..588866	-	cas3
NC_021058	588827..589603	-	csc1gr5
NC_021058	589609..590631	-	csc2gr7
NC_021058	590628..593171	-	cas10d
NC_021058	593270..593917	+	casR
NC_021058	593918..594748	+	cas6
NC_021058	594896..595810	+	cas1
NC_021058	595884..596609	-	cas4
NC_021058	CAS-III-B		
NC_021058	752336..753154	-	cmr3gr5
NC_021058	753161..755809	-	cas10
NC_021058	755794..756531	-	cmr6gr7
NC_021058	756531..757934	-	cmr1gr7,cmr1gr7
NC_021058	757927..758397	-	cmr5gr11
NC_021058	758394..759017	-	cmr4gr7
NC_021058	759387..759572	-	PIN domain of the Pyrobaculum
NC_021058	759681..761045	+	csx1
NC_021058	partial CAS-III-A		
NC_021058	833984..834670	-	csm4gr5
NC_021058	834667..835161	-	cas10
NC_013769	partial CAS-I		
NC_013769	416557..417048	-	cas3HD
NC_013769	417039..418424	-	cas3
NC_013769	CAS-III-B		
NC_013769	771768..772304	-	csx1
NC_013769	773043..773435	+	Predicted nucleic acid-binding
NC_013769	774009..774851	-	cmr3gr5
NC_013769	774858..777512	-	cas10
NC_013769	777497..778249	-	cmr6gr7
NC_013769	778246..779721	-	cmr1gr7
NC_013769	779714..780184	-	cmr5gr11
NC_013769	780184..781053	-	cmr4gr7
NC_013769	781483..782865	+	csx1
NC_013769	CAS-I-A		
NC_013769	792981..793832	+	cas4
NC_013769	793875..794747	+	cas1
NC_013769	794864..795133	+	cas2
NC_013769	795121..795648	+	cas4
NC_013769	795720..796412	-	casR
NC_013769	804955..805566	+	casR
NC_013769	805645..806076	+	csa5gr11
NC_013769	806073..806294	+	cas7
NC_013769	807055..807777	+	cas5
NC_013769	807743..809266	+	cas3
NC_013769	809263..809982	+	cas3HD
NC_013769	809963..811003	+	cas8a1
NC_013769	811003..811899	+	cas6
NC_013769	CAS-I-D		
NC_013769	847177..849123	-	cas3
NC_013769	849084..849842	-	csc1gr5
NC_013769	849849..850883	-	csc2gr7
NC_013769	850880..853342	-	cas10d
NC_013769	853306..853428	-	-
NC_013769	853457..854101	+	casR
NC_013769	854095..854940	+	cas6
NC_013769	858216..858953	+	cas4
NC_013769	859095..859862	+	cas1
NC_012589	partial CAS-I		
NC_012589	428362..428853	-	cas3HD
NC_012589	428844..430229	-	cas3
NC_012589	CAS-III-A		
NC_012589	506441..507721	+	cas10
NC_012589	507768..508907	+	cas10
NC_012589	508904..509614	+	csm4gr5
NC_012589	509599..509946	+	csx26
NC_012589	509943..510638	-	csm3gr7
NC_012589	510950..512080	-	csm3gr7
NC_012589	CAS-III-B		
NC_012589	548024..548893	+	cmr4gr7
NC_012589	548895..549392	+	cmr5gr11
NC_012589	549385..550842	+	cmr1gr7
NC_012589	550890..551747	+	cmr6gr7
NC_012589	551729..554842	+	cas10
NC_012589	554835..555743	+	cmr3gr5
NC_012589	CAS-III-D;CAS-I-A		
NC_012589	604120..604530	+	csm2gr11
NC_012589	604532..605257	+	csm3gr7
NC_012589	605251..606087	+	csm3gr7
NC_012589	606059..606859	+	csm3gr7
NC_012589	607049..609718	+	Metal dependent phosphohydrola,cas10
NC_012589	609718..610326	+	csm3gr7
NC_012589	610332..611276	+	csx10gr5
NC_012589	611273..611968	+	csm3gr7
NC_012589	613237..613545	-	-
NC_012589	613551..613910	-	DDE superfamily endonuclease.
NC_012589	615725..616012	+	cas2
NC_012589	616978..618294	-	csx1
NC_012589	627470..628321	+	cas4
NC_012589	628364..629236	+	cas1
NC_012589	629353..629622	+	cas2
NC_012589	629610..630137	+	cas4
NC_012589	630209..630901	-	casR
NC_012589	638556..639167	+	casR
NC_012589	639246..639677	+	csa5gr11
NC_012589	639674..640639	+	cas7
NC_012589	640655..641377	+	cas5
NC_012589	641361..642866	+	cas3
NC_012589	642863..643582	+	cas3HD
NC_012589	643563..644600	+	cas8a1
NC_012589	644600..645496	+	cas6
NC_012589	CAS-III-B		
NC_012589	729020..729448	+	cmr7
NC_012589	729610..730470	+	cmr4gr7
NC_012589	730460..730924	+	cmr5gr11
NC_012589	730925..732346	+	cmr1gr7,cmr1gr7
NC_012589	732348..733181	+	cmr6gr7
NC_012589	733183..736320	+	cas10
NC_012589	736320..737336	+	cmr3gr5
NC_012588	partial CAS-I		
NC_012588	371035..372420	+	cas3
NC_012588	372411..372902	+	cas3HD
NC_012588	CAS-I-A;CAS-III-D		
NC_012588	811903..812391	+	csa5gr11
NC_012588	812393..813328	+	cas7
NC_012588	813329..814120	+	cas5
NC_012588	814105..815076	+	cas8a7
NC_012588	815073..816719	+	cas3
NC_012588	816716..817360	+	cas3HD
NC_012588	817401..817700	-	cas2
NC_012588	817708..818733	-	cas1
NC_012588	818813..819598	+	cas6
NC_012588	820987..821694	+	DDE domain. This DDE domain is
NC_012588	823004..823537	-	csx1
NC_012588	823674..824774	-	Archaeal putative transposase
NC_012588	825145..825750	-	cas4
NC_012588	825710..826564	-	cas4
NC_012588	831298..832056	-	csm3gr7
NC_012588	832058..832975	-	csx10gr5
NC_012588	832972..833589	-	csm3gr7
NC_012588	833586..836084	-	Metal dependent phosphohydrola,cas10
NC_012588	836252..837070	-	csm3gr7,csm3gr7
NC_012588	837042..837878	-	csm3gr7
NC_012588	837871..838617	-	csm3gr7
NC_012588	838620..839051	-	csm2gr11
NC_012588	839014..839631	-	Arsenical Resistance Operon Re
NC_012588	839619..840338	-	cas6
NC_012588	CAS-I-A		
NC_012588	850290..851003	+	casR
NC_012588	851652..852179	-	cas4
NC_012588	852167..852433	-	cas2
NC_012588	852434..853348	-	cas1
NC_012588	853354..854193	-	cas4
NC_012588	862209..862820	+	casR
NC_012588	862899..863330	+	csa5gr11
NC_012588	863327..864292	+	cas7
NC_012588	864308..865030	+	cas5
NC_012588	865014..866519	+	cas3
NC_012588	866516..867235	+	cas3HD
NC_012588	867216..868253	+	cas8a1
NC_012588	868253..869149	+	cas6
NC_012588	CAS-III-B		
NC_012588	952449..953318	+	cmr4gr7
NC_012588	953320..953817	+	cmr5gr11
NC_012588	953810..955279	+	cmr1gr7
NC_012588	955312..956184	+	cmr6gr7
NC_012588	956184..959219	+	cas10
NC_012588	959212..960117	+	cmr3gr5
NC_012588	CAS-III-A		
NC_012588	968844..969998	+	csm3gr7
NC_012588	969995..970312	+	Predicted aspartyl protease [P
NC_012588	970309..971013	+	csm3gr7
NC_012588	970994..971317	-	csx26
NC_012588	971353..972054	-	csm4gr5
NC_012588	972051..974552	-	cas10
NC_012632	partial CAS-I		
NC_012632	395104..396489	+	cas3
NC_012632	396480..396971	+	cas3HD
NC_012632	CAS-I-A;CAS-III-D		
NC_012632	897221..897709	+	csa5gr11
NC_012632	897711..898646	+	cas7
NC_012632	898647..899438	+	cas5
NC_012632	899423..900394	+	cas8a7
NC_012632	900391..902037	+	cas3
NC_012632	902034..902678	+	cas3HD
NC_012632	902719..903018	-	cas2
NC_012632	903026..904051	-	cas1
NC_012632	904131..904916	+	cas6
NC_012632	907665..907877	+	-
NC_012632	908317..908850	-	csx1
NC_012632	909247..909852	-	cas4
NC_012632	909812..910666	-	cas4
NC_012632	917478..918236	-	csm3gr7
NC_012632	918238..919155	-	csx10gr5
NC_012632	919152..919769	-	csm3gr7
NC_012632	919766..922264	-	Metal dependent phosphohydrola,cas10
NC_012632	922432..923250	-	csm3gr7,csm3gr7
NC_012632	923222..924058	-	csm3gr7
NC_012632	924051..924797	-	csm3gr7
NC_012632	924800..925231	-	csm2gr11
NC_012632	925194..925811	-	Arsenical Resistance Operon Re
NC_012632	925799..926518	-	cas6
NC_012632	CAS-I-A		
NC_012632	942259..943098	+	cas4
NC_012632	943104..944018	+	cas1
NC_012632	944019..944285	+	cas2
NC_012632	944273..944800	+	cas4
NC_012632	945449..946162	-	casR
NC_012632	950957..951568	+	casR
NC_012632	951647..952075	+	csa5gr11
NC_012632	952072..953037	+	cas7
NC_012632	953053..953775	+	cas5
NC_012632	953759..955264	+	cas3
NC_012632	955261..955980	+	cas3HD
NC_012632	955961..956998	+	cas8a1
NC_012632	956998..957894	+	cas6
NC_012632	CAS-III-B		
NC_012632	1044271..1045140	+	cmr4gr7
NC_012632	1045142..1045639	+	cmr5gr11
NC_012632	1045632..1047101	+	cmr1gr7
NC_012632	1047134..1048006	+	cmr6gr7
NC_012632	1048006..1051041	+	cas10
NC_012632	1051034..1051939	+	cmr3gr5
NC_012632	CAS-III-A		
NC_012632	1060667..1061821	+	csm3gr7
NC_012632	1061818..1062135	+	Predicted aspartyl protease [P
NC_012632	1062132..1062836	+	csm3gr7
NC_012632	1062817..1063185	-	csx26
NC_012632	1063176..1063877	-	csm4gr5
NC_012632	1063874..1066375	-	cas10
NC_012726	partial CAS-I		
NC_012726	396026..397411	+	cas3
NC_012726	397402..397893	+	cas3HD
NC_012726	CAS-III-B		
NC_012726	822576..823385	-	cmr3gr5
NC_012726	823391..826060	-	cas10
NC_012726	826045..826773	-	cmr6gr7
NC_012726	826773..828143	-	cmr1gr7
NC_012726	828136..828606	-	cmr5gr11
NC_012726	828606..829394	-	cmr4gr7
NC_012726	829897..831279	+	csx1
NC_012726	partial CAS-I-A		
NC_012726	843421..844260	+	cas4
NC_012726	844266..845180	+	cas1
NC_012726	845181..845447	+	cas2
NC_012726	845435..845962	+	cas4
NC_012726	846611..847072	-	casR
NC_012726	CAS-I-A		
NC_012726	865648..866259	+	casR
NC_012726	866338..866769	+	csa5gr11
NC_012726	866766..867731	+	cas7
NC_012726	867747..868469	+	cas5
NC_012726	868453..869958	+	cas3
NC_012726	869955..870674	+	cas3HD
NC_012726	870655..871692	+	cas8a1
NC_012726	871692..872588	+	cas6
NC_012726	partial CAS-III		
NC_012726	952810..953262	-	cas10
NC_012726	953271..954575	-	cas10
NC_017276	partial CAS-I		
NC_017276	385917..387302	+	cas3
NC_017276	387293..387784	+	cas3HD
NC_017276	CAS-III-B		
NC_017276	576001..576942	-	cmr3gr5
NC_017276	576942..580055	-	cas10
NC_017276	580052..580903	-	cmr6gr7
NC_017276	580905..582320	-	cmr1gr7
NC_017276	582337..582804	-	cmr5gr11
NC_017276	582794..583654	-	cmr4gr7
NC_017276	583670..584194	-	cmr7
NC_017276	CAS-I-A		
NC_017276	732942..733793	+	cas4
NC_017276	733836..734708	+	cas1
NC_017276	734819..735088	+	cas2
NC_017276	735076..735603	+	cas4
NC_017276	735678..736352	-	casR
NC_017276	742804..743415	+	casR
NC_017276	743494..743925	+	csa5gr11
NC_017276	743922..744887	+	cas7
NC_017276	744903..745625	+	cas5
NC_017276	745609..747114	+	cas3
NC_017276	747111..747821	+	cas3HD
NC_017276	747802..748839	+	cas8a1
NC_017276	748839..749735	+	cas6
NC_017276	CAS-III-B		
NC_017276	852841..853623	+	cmr4gr7
NC_017276	853620..854090	+	cmr5gr11
NC_017276	854083..855486	+	cmr1gr7,cmr1gr7
NC_017276	855486..856223	+	cmr6gr7
NC_017276	856208..858856	+	cas10
NC_017276	858863..859681	+	cmr3gr5
NC_012622	partial CAS-I		
NC_012622	405074..405565	-	cas3HD
NC_012622	405556..406941	-	cas3
NC_012622	CAS-III-B		
NC_012622	571868..572809	-	cmr3gr5
NC_012622	572809..575946	-	cas10
NC_012622	575943..576782	-	cmr6gr7
NC_012622	576751..578217	-	cmr1gr7
NC_012622	578218..578682	-	cmr5gr11
NC_012622	578672..579532	-	cmr4gr7
NC_012622	579549..580226	-	cmr7
NC_012622	CAS-III		
NC_012622	602887..603855	+	csm3gr7
NC_012622	603839..604252	+	csx26
NC_012622	604233..604838	+	csm3gr7
NC_012622	604841..607360	+	cas10
NC_012622	607357..608040	+	csm4gr5
NC_012622	CAS-III-B		
NC_012622	646647..647516	+	cmr4gr7
NC_012622	647518..648015	+	cmr5gr11
NC_012622	648008..649474	+	cmr1gr7
NC_012622	649582..650379	+	cmr6gr7
NC_012622	650361..653480	+	cas10
NC_012622	653473..654378	+	cmr3gr5
NC_012622	CAS-III-B;CAS-I-A		
NC_012622	687234..687785	+	cmr7
NC_012622	687801..688661	+	cmr4gr7
NC_012622	688651..689115	+	cmr5gr11
NC_012622	689116..690531	+	cmr1gr7
NC_012622	690533..691384	+	cmr6gr7
NC_012622	691381..694572	+	cas10
NC_012622	694572..695573	+	cmr3gr5
NC_012622	695665..695841	-	-
NC_012622	695898..696335	-	Transposase and inactivated de
NC_012622	698221..698364	-	-
NC_012622	698348..698545	+	-
NC_012622	701024..701716	+	casR
NC_012622	701788..702315	-	cas4
NC_012622	702303..702587	-	cas2
NC_012622	702620..703225	+	Predicted site-specific integr
NC_012622	703203..704498	+	Probable transposase. This fam,Putative transposase DNA-bindi
NC_012622	704620..705492	-	cas1
NC_012622	705535..706386	-	cas4
NC_012622	709191..709802	+	casR
NC_012622	709882..710310	+	csa5gr11
NC_012622	710307..711272	+	cas7
NC_012622	711288..712010	+	cas5
NC_012622	711994..713499	+	cas3
NC_012622	713496..714215	+	cas3HD
NC_012622	714196..715233	+	cas8a1
NC_012622	715233..716129	+	cas6
NC_012623	CAS-I-A		
NC_012623	1879097..1879993	-	cas6
NC_012623	1879993..1881030	-	cas8a1
NC_012623	1881011..1881730	-	cas3HD
NC_012623	1881727..1883232	-	cas3
NC_012623	1883216..1883938	-	cas5
NC_012623	1883954..1884919	-	cas7
NC_012623	1884916..1885404	-	csa5gr11
NC_012623	1885423..1886034	-	casR
NC_012623	1889298..1889990	+	casR
NC_012623	1890062..1890589	-	cas4
NC_012623	1890577..1890846	-	cas2
NC_012623	1890963..1891835	-	cas1
NC_012623	1891878..1892729	-	cas4
NC_012623	CAS-III-A		
NC_012623	1907007..1908389	-	csx1
NC_012623	1908667..1909509	-	csm4gr5
NC_012623	1909814..1910716	+	-
NC_012623	1910718..1911215	+	-
NC_012623	1911364..1911714	+	csm2gr11
NC_012623	1911719..1912678	+	csm3gr7
NC_012623	1912675..1913685	+	csm5gr7
NC_012623	1913692..1916025	+	cas10
NC_012623	1917277..1918119	-	Transposase and inactivated de
NC_012623	1918492..1919421	-	-
NC_012623	1920234..1921487	-	csx1
NC_012623	CAS-III-A		
NC_012623	2130167..2132668	+	cas10
NC_012623	2132665..2133366	+	csm4gr5
NC_012623	2133357..2133725	+	csx26
NC_012623	2133718..2134410	-	csm3gr7
NC_012623	2134407..2134724	-	Predicted aspartyl protease [P
NC_012623	2134721..2135875	-	csm3gr7
NC_012623	CAS-III		
NC_012623	2168258..2169217	+	csm3gr7
NC_012623	2169201..2169602	+	csx26
NC_012623	2169596..2170195	+	csm3gr7
NC_012623	2170198..2172720	+	cas10
NC_012623	2172717..2173400	+	csm4gr5
NC_012623	partial CAS-I		
NC_012623	2277918..2279303	+	cas3
NC_012623	2279294..2279785	+	cas3HD
NC_017274	partial CAS-I		
NC_017274	2003420..2003911	-	cas3HD
NC_017274	2003902..2005287	-	cas3
NC_017274	CAS-I-A		
NC_017274	2067294..2067827	+	csx1
NC_017274	2068566..2069054	+	csa5gr11
NC_017274	2069056..2069991	+	cas7
NC_017274	2069992..2070783	+	cas5
NC_017274	2070768..2071739	+	cas8a7
NC_017274	2071736..2073382	+	cas3
NC_017274	2073379..2074023	+	cas3HD
NC_017274	2074180..2074479	-	cas2
NC_017274	2074487..2075389	-	cas1
NC_017274	2075591..2076376	+	cas6
NC_017274	2081455..2081625	+	-
NC_017274	2082491..2083456	-	FOG: Transposase and inactivat
NC_017274	2083831..2085060	+	Predicted ATPase (AAA+ superfa
NC_017274	2085163..2086773	-	Dipeptidyl aminopeptidases/acy
NC_017274	2087222..2088181	+	-
NC_017274	2089328..2089855	-	cas4
NC_017274	2089843..2090109	-	cas2
NC_017274	2090276..2091025	-	cas1
NC_017274	2091031..2091879	-	cas4
NC_017274	partial CAS-III		
NC_017274	2147846..2148574	-	cmr6gr7
NC_017274	2148577..2149989	-	cmr1gr7
NC_017274	2149982..2150455	-	cmr5gr11
NC_017274	2150458..2151267	-	cmr4gr7
NC_002754	partial CAS-I		
NC_002754	1092976..1093467	-	cas3HD
NC_002754	1093458..1094852	-	cas3
NC_002754	CAS-I-A		
NC_002754	1245343..1245876	+	csx1
NC_002754	1246615..1247103	+	csa5gr11
NC_002754	1247084..1248040	+	cas7
NC_002754	1248041..1248832	+	cas5
NC_002754	1248817..1249788	+	cas8a7
NC_002754	1249713..1251431	+	cas3
NC_002754	1251428..1252072	+	cas3HD
NC_002754	1252229..1252534	-	cas2
NC_002754	1252536..1253594	-	cas1
NC_002754	1253640..1254425	+	cas6
NC_002754	CAS-III-D;CAS-I-A		
NC_002754	1276502..1277293	+	cas6
NC_002754	1277305..1277907	+	casR
NC_002754	1277873..1278292	+	csm2gr11
NC_002754	1278289..1279041	+	csm3gr7
NC_002754	1279025..1279870	+	csm3gr7
NC_002754	1279842..1280669	+	csm3gr7,csm3gr7
NC_002754	1280804..1282480	+	Metal dependent phosphohydrola,cas10
NC_002754	1282426..1283310	+	cas10
NC_002754	1283307..1283927	+	csm3gr7
NC_002754	1283924..1284838	+	csx10gr5
NC_002754	1284840..1285598	+	csm3gr7
NC_002754	1286107..1286691	+	Dipeptidyl aminopeptidases/acy
NC_002754	1287313..1288251	-	Protein of unknown function (D
NC_002754	1288534..1289445	-	Transposase and inactivated de,Transposase and inactivated de
NC_002754	1289656..1290519	-	cas6
NC_002754	1290519..1291598	-	cas8a1
NC_002754	1291579..1292313	-	cas3HD
NC_002754	1292310..1293857	-	cas3
NC_002754	1293799..1294521	-	cas5
NC_002754	1294537..1295502	-	cas7
NC_002754	1295499..1295951	-	csa5gr11
NC_002754	1296030..1296641	-	casR
NC_002754	1299449..1300162	+	casR
NC_002754	1300681..1301847	-	FOG: Transposase and inactivat
NC_002754	1302692..1303219	-	cas4
NC_002754	1303474..1304397	-	cas1
NC_002754	1304394..1305242	-	cas4
NC_002754	partial CAS-III		
NC_002754	1364187..1364927	-	cmr6gr7
NC_002754	1364918..1366330	-	cmr1gr7
NC_002754	1366323..1366796	-	cmr5gr11
NC_002754	1366799..1367608	-	cmr4gr7
NC_002754	CAS-III-B		
NC_002754	1563182..1563754	-	cmr7
NC_002754	1563917..1564804	+	cmr4gr7
NC_002754	1564797..1565336	+	cmr5gr11
NC_002754	1565429..1566493	+	Archaeal putative transposase
NC_002754	1566444..1569419	+	cas10
NC_002754	1569416..1570360	+	cmr3gr5
NC_002754	CAS-III-B;CAS-I-A		
NC_002754	1798337..1798930	+	cmr7
NC_002754	1798944..1799870	+	cmr4gr7
NC_002754	1799863..1800333	+	cmr5gr11
NC_002754	1800334..1801737	+	cmr1gr7
NC_002754	1801739..1802593	+	cmr6gr7
NC_002754	1802590..1805727	+	cas10
NC_002754	1805724..1806668	+	cmr3gr5
NC_002754	1806774..1807262	-	-
NC_002754	1807379..1808365	-	Predicted ATPases [General fun
NC_002754	1808762..1809634	+	Domain of unknown function (DU,FOG: Transposase and inactivat
NC_002754	1815581..1815970	+	csa5gr11
NC_002754	1815967..1816932	+	cas7
NC_002754	1816948..1817670	+	cas5
NC_002754	1817612..1819159	+	cas3
NC_002754	1819156..1819875	+	cas3HD
NC_002754	1819856..1820893	+	cas8a1
NC_002754	1820893..1821762	+	cas6
NC_002754	1821974..1822300	-	cas7
NC_003106	CAS-III-D		
NC_003106	10108..10650	-	cas6
NC_003106	10825..11469	-	-
NC_003106	12210..12716	+	csm2gr11
NC_003106	12718..13446	+	csm3gr7
NC_003106	13440..14279	+	csm3gr7
NC_003106	14027..14419	-	-
NC_003106	14251..15045	+	csm3gr7
NC_003106	15202..17868	+	Metal dependent phosphohydrola,cas10
NC_003106	17868..18479	+	csm3gr7
NC_003106	18472..19419	+	csx10gr5
NC_003106	19416..20111	+	csm3gr7
NC_003106	CAS-I-A		
NC_003106	31700..32386	-	csx1
NC_003106	35879..36190	-	-
NC_003106	37869..38042	-	-
NC_003106	39953..40267	-	cas2
NC_003106	40239..41135	-	cas1
NC_003106	41179..42045	+	cas4
NC_003106	42077..42556	+	csa5gr11
NC_003106	42549..43505	+	cas7
NC_003106	43502..44284	+	cas5
NC_003106	44272..45282	+	cas8a7
NC_003106	45312..46946	+	cas3
NC_003106	46943..47581	+	cas3HD
NC_003106	47578..48345	+	cas6
NC_003106	CAS-III-B		
NC_003106	1985714..1986568	+	cmr4gr7
NC_003106	1986561..1987052	+	cmr5gr11
NC_003106	1987045..1988478	+	cmr1gr7
NC_003106	1988479..1989369	+	cmr6gr7
NC_003106	1989362..1992358	+	cas10
NC_003106	1992393..1993250	+	cmr3gr5
NC_003106	CAS-III		
NC_003106	2001880..2004294	+	cas10
NC_003106	2004291..2004974	+	csm4gr5
NC_003106	2005011..2005265	+	-
NC_003106	2005476..2006321	+	csm3gr7
NC_003106	2006311..2006736	+	csx26
NC_003106	2006733..2007326	+	csm3gr7
NC_003106	CAS-I-A		
NC_003106	2667405..2668049	-	casR
NC_003106	2668220..2669059	+	cas4
NC_003106	2669017..2669970	+	cas1
NC_003106	2669964..2670248	+	cas2
NC_003106	2670208..2670738	+	cas4
NC_003106	2671917..2672084	-	-
NC_003106	2673441..2673614	-	-
NC_003106	2678883..2679323	+	csa5gr11
NC_003106	2679324..2680274	+	cas7
NC_003106	2680276..2681001	+	cas5
NC_003106	2680958..2682463	+	cas3
NC_003106	2682460..2683143	+	cas3HD
NC_003106	2683202..2684104	+	cas8a1
NC_003106	2684098..2684955	+	cas6
NC_010730	CAS-III-B;CAS-I-B		
NC_010730	675839..676735	+	cmr1gr7
NC_010730	676750..678459	+	cas10
NC_010730	678461..679471	+	cmr3gr5
NC_010730	679471..680247	+	cmr4gr7
NC_010730	680251..680664	+	cmr5gr11
NC_010730	680651..681484	+	cmr6gr7
NC_010730	681477..682481	+	-
NC_010730	682571..682882	+	-
NC_010730	683318..683800	+	-
NC_010730	683844..684602	+	cas6
NC_010730	684703..685062	+	23S rRNA-intervening sequence
NC_010730	685074..686693	+	cas8b2
NC_010730	686690..687604	+	cas7
NC_010730	687629..688321	+	cas5
NC_010730	688323..690512	+	cas3
NC_010730	690513..691022	+	cas4
NC_010730	691035..692015	+	cas1
NC_010730	692017..692283	+	cas2
NC_012438	CAS-I-B		
NC_012438	747322..748119	+	cas6
NC_012438	748119..749840	+	cas8b2
NC_012438	749833..750759	+	cas7
NC_012438	750762..751472	+	cas5
NC_012438	751474..753741	+	cas3
NC_012438	753738..754250	+	cas4
NC_012438	754267..755262	+	cas1
NC_012438	755265..755531	+	cas2
NC_012438	CAS-III-C;CAS-I-B		
NC_012438	779366..780196	-	cmr3gr5
NC_012438	780198..780617	-	cmr5gr11
NC_012438	780598..781695	-	cmr4gr7
NC_012438	781699..785370	-	cas10
NC_012438	785358..786440	-	cmr6gr7
NC_012438	786433..786900	-	cmr1gr7
NC_012438	786945..787457	-	cmr1gr7
NC_012438	787450..788196	-	cas6
NC_012438	788988..789254	-	cas2
NC_012438	789257..789661	-	cas1
NC_012438	789615..789965	-	cas1
NC_012438	790168..790350	-	-
NC_012438	790621..792909	-	cas3
NC_012438	792918..793607	-	cas5
NC_012438	793609..794556	-	cas7
NC_012438	794543..796246	-	cas8b1
NC_012438	CAS-III-A		
NC_012438	1494701..1495585	+	cas6
NC_012438	1495636..1498197	+	cas10
NC_012438	1498208..1498675	+	csm2gr11
NC_012438	1498695..1499483	+	csm3gr7
NC_012438	1499485..1500447	+	csm4gr5
NC_012438	1500444..1501655	+	csm5gr7
NC_018002	CAS-I-B		
NC_018002	925343..926059	+	cas6
NC_018002	926056..928068	+	cas8b1
NC_018002	928061..929110	+	cas7b
NC_018002	929094..929837	+	cas5
NC_018002	929825..932410	+	cas3
NC_018002	932482..932970	+	cas4
NC_018002	932977..933981	+	cas1
NC_018002	933978..934289	+	cas2
NC_013512	CAS-I-B		
NC_013512	891917..892639	+	cas6
NC_013512	892961..894664	+	cas8b1
NC_013512	894677..895597	+	cas7
NC_013512	895599..896312	+	cas5
NC_013512	896312..898525	+	cas3
NC_013512	898530..899021	+	cas4
NC_013512	899028..900032	+	cas1
NC_013512	900029..900340	+	cas2
NC_013512	908572..909594	+	3,4-dihydroxy-2-butanone 4-pho,GTP cyclohydrolase II [Coenzym
NC_013512	909626..911317	+	Kef-type K+ transport systems,,TrkA-N domain. This domain is
NC_013512	911375..912253	+	DEDDh
NC_006177	CAS-I-C		
NC_006177	347096..349255	+	cas3
NC_006177	349324..350013	+	cas5
NC_006177	349970..351745	+	cas8c
NC_006177	351742..352854	+	cas7
NC_006177	CAS-I-E		
NC_006177	729831..730754	+	cas1
NC_006177	731048..733858	+	cas3
NC_006177	733855..735426	+	cas8e
NC_006177	735407..735982	+	cse2gr11
NC_006177	735972..737111	+	cas7
NC_006177	737122..737820	+	cas5
NC_006177	737833..738507	+	cas6e
NC_007776	CAS-III-D		
NC_007776	592183..593079	-	csm6
NC_007776	593129..593842	-	csx21
NC_007776	593853..594932	-	csm3gr7,csm3gr7
NC_007776	594935..595387	-	csx19
NC_007776	595384..596364	-	csm3gr7
NC_007776	596531..597382	-	csm3gr7
NC_007776	597402..598049	-	PD-DExK
NC_007776	598053..598493	-	csm2gr11
NC_007776	598490..599722	-	csx10gr5
NC_007776	599722..600444	-	csm3gr7
NC_007776	600444..602654	-	cas10
NC_007776	603175..604356	+	cas6
NC_007776	605551..606744	+	Transposase and inactivated de
NC_007776	606716..608173	-	WYL
NC_007776	608339..609307	+	csx3
NC_007776	CAS-III-B		
NC_007776	867437..867715	-	cas2
NC_007776	867715..868704	-	cas1
NC_007776	868704..869003	-	csx18
NC_007776	869033..870856	-	cmr6gr7,cmr1gr7
NC_007776	870887..871528	-	Putative restriction endonucle
NC_007776	871528..871920	-	cmr5gr11
NC_007776	871945..872715	-	cmr4gr7
